review,rating,date,bank,source,sentiment_label,sentiment_score
"It cannot start. The old version was working perfectly. I am currently out of Ethiopia and cannot go to the bank to see what is the problem. Now I have no access to my account and with coronavirus travel restrictions, cannot go back to Ethiopia either. Is it possible to get an authorization key so that user can remotely reinstall/register the app?",1,2020-07-23,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9740172028541565
"With your new CBE mobile app version, it is gonna be alright and much interactice I hope. However, using it in weaker internet connection is often tiring... 4 issues... 1. One thing, please allow the use to subscribe or unsubscribe from the service without the subscriber requiring him to come to your office in person.... 2. You may also introduce two-factor authorization, like if someone even has got your pin, 3. Consider includng water billing and 4.update your apps often work on improvements",3,2020-06-26,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9708495140075684
"1.Very unstable, continuously crashes. 2.There is an incredible amount of balance and transaction synchronization errors. 3.Have tries to make a transfer of 60k since yesterday still not able to due to errors popups with no message to explain error. For a bank, that is quite embarrassing and dangerous.",1,2024-03-09,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9985709190368652
"I updated to the new version a while ago and it keeps crashing, maybe you can fix it.",3,2025-02-02,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9964020252227783
It is a a much better App than other Private Banks. But you have to include the following options; 1. The Bank Statement should be Unlimited. It should allow to see all Transactions by Tracing Back. No Need to Limit it with only one Page Transaction (May be 10Page). 2. You have to Work on transferring Money to other Banks too. You can ask additional payment for it. But the Service will be Essential for Us.,5,2021-09-21,Commercial Bank of Ethiopia,Google Play Store,POSITIVE,0.9583485722541809
fast and simple easy to use 👌,5,2025-05-12,Commercial Bank of Ethiopia,Google Play Store,POSITIVE,0.9984942674636841
"I have not seen anything like it in the Ethiopian banking industry. It is very easy to use, fast, and offers a wide range of services. However, I would like to suggest a future modification: currently, the app only displays transactions for one month. It would be beneficial if it could show transactions for more than one month, including yearly transactions. Please consider this request. Thank you, Commercial Bank of Ethiopia, for this innovative app.",5,2024-07-19,Commercial Bank of Ethiopia,Google Play Store,POSITIVE,0.9677925705909729
"This has so many bugs and doesn't update transaction logs in time, to make it worse it shows error message when you send money but deducts from account at same time but never lets you know that the transaction was successful. And it has very annoying greeting notification.",2,2024-08-09,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9983898401260376
We're going to stop using not only this apk additional to stop all CBE services. bcz of when to use the apk it doesn't work properly/ doesn't sync /.... + started from last 2 months they're cut 5 birr without our permission for commission. + Cut 10 birr from us when transfer to telebirr... Uuuu CBE'jobs,1,2024-03-12,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9997157454490662
"I have been using this app fair smoothly till the last update few days back and now it is a disaster as it repetitively says 'unable to sinc ' and when I uninstalled it and tried to re-install with proper procedure guided from my CBE branch, it again and again fails to accept verification code ...it is quite a disappointment !",1,2020-09-15,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9997804760932922
I have been using this app for the past 2 years and I never had faced this kind of problem The problem is when you want to transfer it always says error or account pending then you think it didn't work unfortunately when you check your balance again it's already deducted,1,2022-11-04,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9967367053031921
"It's full of crashing features, can't sync real time need 3,4 touching doesn't work many times. In fact it's not working now I'm afraid if I uninstalled it I will be forced to go to the branch to activate it again so here I'm stuck with the app unable to access my money",1,2024-03-14,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9986022114753723
Poor application most times it says error while sending then it actually sent money so u have to double check if its an error or it sent cash. recent transaction don't update as fast sometimes it even misplaces date and bring forth a transaction done a day or 2 back at the top.the only thing remotely good is the UI interface,1,2024-04-12,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9995055198669434
"This app is not set up for diaspora users. It works fine until you needed a new verification code, or you change your cell phone and try to use the app on the new phone. You will not be able to get the verification key that it is asking for just for changing your phone. It requires you to go the nearest branch to get the verification key. For me this will be travelling to Ethiopia from USA just to get this code. Even my sister - a joint aact holder & has my Power of Attorney, could not help me.",1,2024-10-11,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9949235320091248
"I am extremely disappointed with this App. Every time I try to change my PIN, I receive an error message saying ""unable to connect to server."" Additionally, my transaction processes always fail. As a well-known company, I expected better service from CBE.",1,2023-11-11,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9997678399085999
"Dear all, if you're an iOS user then the new update doesn't work at all. Those of you who use the Android App and you've been having troubles your user credentials have expired that's why it doesn't even load your balance, so you need to go to your branch and have them fix that!",1,2021-05-18,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9996954202651978
"App needs lots of updates to accomodate more demographic for Ethiopians leaving overseas. - Ability to use user name and password to use the application. People leaving over seas if they lose their phone, they can't have access to the application again unless u got to Ethiopia and activated it on the new phone! That's rediocoulus. - This application seems like it's a transfer application, not a bank application. I should be able to do more things such as viewing bank statements and more....",3,2024-08-21,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9988054037094116
The fast and easy to use app there is nothing to deny aboutt that... but it has a serious issue on showing transaction history like if i send or receive money i ll find the transaction history after a day. When the sms message is not working at some days the issue get worse like we dont have an idea how much money we have received. I dont this this issue is hard to fix for you hope you will fix it on the next update....the app deserve 4stars tbh but i just want you to see this seriously thankyou,1,2024-09-11,Commercial Bank of Ethiopia,Google Play Store,POSITIVE,0.9814397692680359
"My internate banking is not allowing me to transfer to another bank. While having this app, the application asks me to contact a nearby nmbranch. Don't save your money trysting this application. It is so bad! It doesn't even have help icon included. I dislike this up.",1,2022-02-04,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9997137188911438
"Good mobile banking application except some bugs. For instance, when I transfer money from account to account, an error message called 'already existed account' appears. But the money was transferred without any confirmation message. If I was not aware of that, I tried multiple times and sent the money multiple times too.",5,2023-01-06,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9672342538833618
"I used this app for a long time , and i like it, its user friendly, not complicated at all, and more over it makes life easier for real. But the now after some times, this app is working better only on wifi, .. its veary hard to use it with mobile data, so please do something",3,2021-06-08,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.986879825592041
"This one is better than the previous versions. But am unable to send to benficiaries, it was working on the previous versions. While working on the other features please work on this failure too. Thank u!",4,2021-08-24,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9966689944267273
"I would have given the app 5 stars if the download or share function of the last transaction confirmation is working. I wonder why you desabled it as I repeatedly obliged to screenshot the confirmation. If I were you, enable is as even pdf file to print and file. I hope you will correct by updating it.",4,2022-05-30,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.996541440486908
Can't use this app after unsubscibing previous phone holders account and reinstalling. While I enter pin and activation code it says failed to authenticate and finally blocks the pin after 3 trials. I have been retried more than 3 times and finally gets stuck. Pls help.,4,2020-11-01,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9997487664222717
"The app is good. However, whenever you changed your phone it requires authorization ID, approaching a branch is mandatory. The password reset option should be available to the user by adding other security details like user name, biometrics, account number, etc.",3,2023-03-10,Commercial Bank of Ethiopia,Google Play Store,POSITIVE,0.9266192317008972
"The app got dumber in the last update. Poorly organized, redundant item across different categories. I wrote this review with my phone barred from calls because I couldn't settle my bill from your old ""utilities"" or the newly added ""utility"" tab.",1,2024-03-06,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9998112320899963
"The old one was very bad and clumsy. every time I tried to login there was a problem with synchronization, because of that I was close to clear my account from CBE and open a new one in privet bank, as they cares about their customers. In other hand the new one is perfect and shows a little bit reformation in the Headquarter and this makes us to trust this bank again.",4,2020-08-01,Commercial Bank of Ethiopia,Google Play Store,POSITIVE,0.9952837824821472
easy to use and user friendly,5,2025-03-31,Commercial Bank of Ethiopia,Google Play Store,POSITIVE,0.9979179501533508
"As a financial app, the app should be more sensetive for any action. When i do some transaction, it shows error message. But the transaction already done at the back. If you see error messages, it may not be error. Automatically stop doing any action see your balance and wait for your sms.",1,2022-11-01,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9945113658905029
"Won't update my account balance, severely out of sync. When I checked at the ATM it was a completely different number. General cbe problem, but the transactions take 10 days to post from a POS transaction. Makes t extremely difficult to use.",1,2023-12-14,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9906954765319824
It is a very good application. It works better than any other applications i came across. I have seen much progress since the first time i started using it. Still it needs some improvement with connectivity issues.,4,2023-01-03,Commercial Bank of Ethiopia,Google Play Store,POSITIVE,0.9977672100067139
"the App is one of the BEST things to have in Ethiopia but one of major problems is shows incorrect statements and incorrect available balance, merchants and supermarkets doesn't deduct right away 😑 deductible may come after weeks or month, once u already forgot about it and so many things to work on. please take it seriously Thanks 😊",3,2022-11-16,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.858390748500824
"I am so disappointed because the application doesn't clearly show how many birr it will charge for every transaction rather than just deducted the money , as a user we should have the right to know the amount of money that is going to be deducted. It is a very deceptive tactic , it should be improved immediately.",1,2024-12-15,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9984982013702393
"It's a beautiful app. But especially when transferring from one account to another, if a receipt is prepared stating the name of the sender and the name of the recipient and the amount of the money. Also, if people make a mistake when making a transfer, it would be nice to have a system where the mistake can be reversed.",5,2023-12-11,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9694399833679199
"The app doesn't have 1. mini statement service In my opinion, I don't have to go to cbe branch to get mini statements and transactions I have done and pay for it.why? 2. Recent transaction The app doesn't store numerous or enough recent transactions, even it doesn't store what stored properly sometimes.",1,2024-09-02,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9952440857887268
because sometimes it doesn't working it load too much,3,2025-04-17,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9911932349205017
It's good but try to make it facilitate for your client,4,2025-06-02,Commercial Bank of Ethiopia,Google Play Store,POSITIVE,0.9491763710975647
"I have one complain, why it require verification code every time when i change my phone or reinstalled the app, as you know that code i can get it only from the branch. I know that it demanded for security reason but this method could be changed by otp sms text then i enter my own PIN and log in. couldn't you send us otp (One time password)? For instance like Dashen Bank. i waste my time and money to get verification code. You seriously think about it.",1,2023-07-23,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.995776891708374
"In the beginning, the ability to capture the history was small, now it's a great job to capture all the transactions and the user can see them, another problem is that if a transaction or transfer is made, the number of the receipt will not be downloaded when saving to avoid it, unless a screenshot is taken, it would be better if you fix this.",5,2023-01-25,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9640684127807617
Amazing applicatiom sometimes doesnt work!,5,2025-05-18,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.6448802947998047
"I'm actually forced to review this app again, it used to work fine on any network but after the last update it doesn't work on a wifi network, what if i don't have a data on my sim card and i needed an urgent transaction be made, it really makes me angry that you guys would update it to this dictatorship, please fix this",3,2023-10-26,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9994156360626221
I never want to use this app. I like to type *889#. I just hated to go to the bank to activate the app. It took them 1 minute to do it. Now I just bragging I can recharge my phone with one click. Nice interface keep at it.,5,2020-09-25,Commercial Bank of Ethiopia,Google Play Store,POSITIVE,0.8417978286743164
It functions to the most part until you need it. The most common flaw is when you send money to another bank account. It shows error but the money is actually gone. I paid twice at least 4 times because of this.,2,2024-08-29,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.998916745185852
"It is a very nice and easy app to use. There is only one thing i would like you to add. If you could transfer from your account to another person's telebirr account, it only works to your own phone number",5,2024-05-02,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9437727332115173
"Better than pervious,Nice interface and looking. However , *better to include balance after each withdraw/deposit. *include water services ( You show it in the app but not there) *Make it Printable via bluetooth printer *",3,2020-08-18,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.8034471869468689
"Terrible! I had to use it to pay for my service at Document Authentication & Registration office. I hit confirm it says try again & I hit confirm again & it ends up sending the money twice. Then I had to write a letter to the office to get my money back & it is been more than 2 weeks but I didn't get my money back yet. I talked the issue to my branch they said you are lucky the issue is with a gov't office, they would do their accounting and return your money, but there is nothing they can do.",1,2022-03-05,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9992859959602356
"After the update I received today, I have tried to conduct transfer to other CBE accounts and it continously brings error messages saying none available. It is also not allowing me to download the transacation picture as is advertised here. Please do something CBE as this app is continuing to frustrate me again and again.",3,2021-06-04,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9993345141410828
"Its amazing app , i like it specifically updated version is to smart . WOW CBE. But users have to Login without of goingto Bank after first registration . In this app If User was change His phone or uninstall app Hi have to go bank to use again, this is not good :: if this problem was fixed This app wasn't Any - comments. This is my feedback Thanks",5,2022-03-18,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9954646229743958
"grate application, simple and fast. just 2 comments. 1, on recently transaction list please make the very recent first. it lists randomly. 2, put a copy icon next to account number so that we can copy instantly.",5,2023-10-14,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.5028469562530518
It is very comfortable and simple to use!!! But whay standing order is not work?,5,2025-03-13,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.6184195876121521
"Amazing, very friendly and awesome application. Only one drwaback is that you are not willy to make it active after blocking the mobile banking via 951. I am not still using once blocked. You send me to the branch banks but they don't have enough skill to help.",5,2024-05-12,Commercial Bank of Ethiopia,Google Play Store,POSITIVE,0.5467339158058167
excellent app for account transaction specially for bussiness customers and a good method to pay bills and different personal payment.,5,2025-03-15,Commercial Bank of Ethiopia,Google Play Store,POSITIVE,0.9994691014289856
"It is best application for banking system. Because it's save time, and make easy all things like, paying for other, transferring mobile charging and etc... But it's good if you add mini statement option like tele birr app, it's make full.",4,2022-05-05,Commercial Bank of Ethiopia,Google Play Store,POSITIVE,0.9991262555122375
New update version 5.0.9 keeps crashing it needs maintenance,3,2025-03-19,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9985888600349426
"Before years later i used this app and is used to work in mobile data eventhough it doesn't have different features like this version but now it doesn't even sync my balance and even can't use any of the services it says "" can't sync "" and "" none available "" 😡🤬😡",1,2020-12-16,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.999244213104248
"It is a user friendly and helpful app. It has greatly helped my day to day activities. However, it requires improvement on the weekly transaction limitations and it sometimes crashes.",4,2023-05-02,Commercial Bank of Ethiopia,Google Play Store,POSITIVE,0.910474419593811
"Very unsafe! The password is stored in the phone, which is very unsafe. And once you entered the password, there is no timeout nor ask for password while making transaction. Therefore, if you have stolen your phone, you may end-up loosing your money",1,2021-10-13,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9991058707237244
The app protects me from screenshot after update. Please make revision on the app.,4,2025-03-22,Commercial Bank of Ethiopia,Google Play Store,POSITIVE,0.9525513052940369
"""get your verification code from your nearest branch"" ia the first amazing dialogue your face, when you try to setup your CBE App. It is a way back system that requires you to go physically. You should have sent a verification codes either via phone number or email address. You better change this analogue system to the digital one! 😀",2,2024-07-13,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9945490956306458
"It worked fine until I have received an SMS with a link to update the app, it directs me to play store having Open and uninstall options which when I choose open kept bringing me back to the interface of the app I already have.",1,2022-02-12,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.5636415481567383
"this app is very useful app,it saves time,and it is secure",4,2025-05-21,Commercial Bank of Ethiopia,Google Play Store,POSITIVE,0.9992597699165344
user-friendly apps.because this app is easy.,5,2025-05-22,Commercial Bank of Ethiopia,Google Play Store,POSITIVE,0.955450713634491
sync problem may 22 2025 but the date stack on may 8 2025 help pls,5,2025-05-22,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.992516815662384
"It's very bad. It deserves 0 stars. It doesn't show some transactions,it misplace transactions,it misplace dates,it shows nonsense errors and so more. I just rate it to 2 stars for helping me a lot.",2,2024-04-14,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.997934103012085
Great impact but why Developer option turnoff if you fix 🙏 🙏 🙏,5,2025-05-17,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9841780066490173
it is reliable and easy to use.,5,2025-05-20,Commercial Bank of Ethiopia,Google Play Store,POSITIVE,0.9998389482498169
The fastest transferring app I ever had its so reliable,5,2025-05-11,Commercial Bank of Ethiopia,Google Play Store,POSITIVE,0.9844427704811096
"i can't make Screenshout in this app, please made modification",5,2025-05-20,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9966920614242554
"This app is good and easy to use UI. But, still need some bug fix such as own account transfer and payment to beneficiaries didn't work. Localization also not yet work like date conversion...",4,2020-11-10,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9937000274658203
it's easy and fast,5,2025-05-10,Commercial Bank of Ethiopia,Google Play Store,POSITIVE,0.9995684027671814
the most annoying mobile banking app I've ever seen,1,2025-05-20,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9994208812713623
I wasn't able to try your app because while opening the app it's says your device is rooted. Even if it's a precaution incase of hacking but my device is not rooted. I even disable OEM unlocking but the error is still there.,1,2020-10-27,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.996954083442688
"it,s good app and time manager 👍",5,2025-05-30,Commercial Bank of Ethiopia,Google Play Store,POSITIVE,0.9998370409011841
It is veary useful app but screen shout was impossible .solve this problem,5,2025-04-01,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9958590865135193
"1. It is good, flexible, simple and easy. But it can't serve offiline and didn't compliment with the ussd *889# 2. Checking Account balance is off and hidden under transfer.",4,2024-01-17,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.990911066532135
"Can developers present options to see transactions details like locations ( city ) or CBE branches where transactions are initiated or identity who wired transfers rather than simple generic term ""transfer"" ? This option helps to track cash in flows without going to nearby CBE branch to learn details of a transaction. Apart from this, the app is great and make life easy.",4,2021-09-03,Commercial Bank of Ethiopia,Google Play Store,POSITIVE,0.9991087317466736
It's the worst! I just transfer from my cbe account in to my tele birr account for urgent case but unfortunately it holds. And there customer service workers told me it will be returned in to my cbe account after 3 or 5 working days if its not credited in to my telebirr account. How's that working? This bank is a pioneer in from the country. It's really annoying this happens for second time. Please amend your network services. Am totally annoyed by cbe.,1,2024-09-07,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9997766613960266
Very poor app. I had to make 8 transfers of the same amount as the app did confirm success of the first or second or third etc. transfers. I had to pay etb 13 birr 8 times each for service charge.,1,2024-02-02,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9995830655097961
"I have seen lots of issues on this app one of them is you can't use them in multiple device and you have to go to the place you opened your account in order to get mobile banking even if you change you device you have to go to the branch to activate it, why can't you just make it easy like the others banking system in Ethiopia. You should learn from abbisinia and dashen to be honest",1,2022-10-18,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.8057064414024353
"Great Experience 👍 but there is o e thing that highly bother me *the password to login every time you open the app 😒 it ask you a pin instead what I say you can make it to be a fingerprint, because putting password continously so frustrating and also not secure as somebody can see our pin Thank you 😊",4,2022-08-29,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9993340373039246
this app is very useful but sometimes when you want to see specific transactions it didn't work so that way i gave you 3,3,2025-02-10,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9931367635726929
Nice to see more transactions BUT if u have lots of transaction it lags and becomes slow. May be an option to limit the transaction history to a reasonable amount or by date so it doesnt load all data.,5,2021-12-29,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9988582134246826
"the app is very good, but why screenshots is impossible?",5,2025-03-31,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.981265127658844
best app for this vast digital finanical word,5,2025-03-23,Commercial Bank of Ethiopia,Google Play Store,POSITIVE,0.9931873083114624
wonder full and it is easy to use,5,2025-04-08,Commercial Bank of Ethiopia,Google Play Store,POSITIVE,0.9996142387390137
why did the screen shot stopped ?????,3,2025-03-24,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9990077614784241
"realy I donot seen like this application ! fast ,safe ande confortable",5,2025-03-28,Commercial Bank of Ethiopia,Google Play Store,POSITIVE,0.9892323017120361
bring back the screenshot feature.,1,2025-04-05,Commercial Bank of Ethiopia,Google Play Store,POSITIVE,0.9942916631698608
very good app and stars faction with work,5,2025-04-02,Commercial Bank of Ethiopia,Google Play Store,POSITIVE,0.9998588562011719
i am very happy . i have small prob. after i transfer i cant put the transfer cashe bil to my dic.,5,2025-05-07,Commercial Bank of Ethiopia,Google Play Store,POSITIVE,0.9976927042007446
easy and reliable,2,2025-04-08,Commercial Bank of Ethiopia,Google Play Store,POSITIVE,0.9998584985733032
You need to copy many things from other bank apps like Amole(Dashen),2,2025-04-06,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9967620372772217
Can't scan/recognize other banks' Interoperable QR Codes,1,2025-04-13,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9983273148536682
"Always says INACTIVE, sometimes doesn't sync, other times says go to the nearest branch and when I go they take forever. How come I am not allowed to see all transactions?Mobile banking is for saving time and efficiency. Non is takingplace. Why should I be forced to use my account everyday? I should be able to use it whenever.",1,2024-03-30,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9984662532806396
very interesting app i am using every day fantastic,5,2025-04-14,Commercial Bank of Ethiopia,Google Play Store,POSITIVE,0.9998443126678467
Screenshot or slip not working,2,2025-03-22,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9997146725654602
"I like the app because it is fast for transaction. But still you have to work on it like user full name, bank statement pdf pin at the end of the app. You have to add that features on it. Thank you.",3,2023-08-06,Commercial Bank of Ethiopia,Google Play Store,POSITIVE,0.9936368465423584
very busy I don't know why... I prefer 889,3,2025-05-22,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9991938471794128
I have been using this app for long period of time & I'm very happy. because I'm also use other banks app and nothing can compare this. I know so many people using this app too & we all happier by using this app especially it gives us very helpful recently data for long period of time which is the money we sent and received with very clear info. And its reduced the time which we spend by printing statement on branches. But on this version this future shortened by limited recently data. Whyyy???,2,2023-03-20,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.8650417923927307
how do you disable screenshots on a banking app you are very unserious people,1,2025-03-21,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9976205229759216
"Over all Nice app, But I do like to point out a little bit of an issue. The transaction history tab needs a lot of work. It is so sluggish to a point it makes the app crash at times.",4,2023-01-04,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9987928867340088
"It's a very nice and simple app but, when checking the transaction details, it's not showing who sent/deposited money into my account. Especially when I receive money from organisations.",4,2023-01-12,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9843881130218506
It's best app but Please add(included) payment of water bill,4,2025-03-17,Commercial Bank of Ethiopia,Google Play Store,POSITIVE,0.9458625316619873
"It's been long time since i stepped on a door of a bank. I send, receive a mony, pay my utilities and do all the finantial stuffs. I loved it!! But I think the security should be more. stronger. Like making the code 6 degits. Thank You!",4,2024-02-14,Commercial Bank of Ethiopia,Google Play Store,POSITIVE,0.9827174544334412
It is a great app what i always prefer.but there are some shortcomings like all account wide statements are not seen and the receipt should contain the banks legal stamp after we completw the transactions. Continue.....!,4,2023-07-07,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9960599541664124
- Stop showing toasts on errors. It keeps showing up after app is closed - Show paged transaction history. The latest 10 is not enough. - Network error is happening and it's taking money without filling airtime to my phone ...,1,2020-12-13,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9996021389961243
"I've been using this app for over a year. It's user friendly, but my problem with it is that it only tells me any transaction I've made through this app after a day or two. It doesn't show right away so I need you to fix it ASAP please.",4,2023-03-22,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9988874793052673
This app is the worst the current release doesn't work when developers mode is on and the transaction errors make you transfer money twice with errors,1,2025-01-13,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9996973276138306
The most worst update. It even doesn't let you know ur balance. It doesn't respond quickly.,1,2024-12-20,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9997528195381165
"Keep saying ""unable to connect"" after a normal phone update. Please update the app to match latest phone ""updates""",1,2025-01-07,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9996213912963867
"After the new update I'm struggling to use this app,it suddenly crush or close automatically pls fix this problem",1,2025-02-05,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9996976852416992
Convenient and safe to use! Better to show more transaction history 👍,5,2024-12-14,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.992573618888855
It stuck many time i can't transfer my own money the time i need it must be update but if the stucking prevent it is great app,3,2024-12-18,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.5207287669181824
"It's a shame,it can't performe well,you guys can't even fix a bug, It's getting unusable, shame shame shame 😡",1,2025-02-28,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9996347427368164
I don't have an idea why our country soft wares needs some beroucracy?? How many peoples knew that about developer options N why is the new app forceing to disable that?? in my side i didn't get the apps as of b4.,1,2025-01-28,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9992456436157227
Turning off the developers' options :( This is getting out of hand. We don't need to go through that...,1,2025-01-28,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9956077933311462
Why do i have to close the developer option to use it. After the update it's not even working unless I close the developer option,1,2025-01-07,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9997721314430237
Thank u for the easy operating service .It made life simple and accurate.Keep it up!!!,4,2025-01-03,Commercial Bank of Ethiopia,Google Play Store,POSITIVE,0.9998249411582947
The latest updates crushes repeatedly on my Redmi Note 12 pro plus. If you could correct the issue.,1,2025-01-30,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9994816184043884
The worst I had to flight back to fix my app it need you to go back every 4 month not reliable for foreigners,1,2025-01-31,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9997552037239075
"This is the worst update ever, the older version was better. It has so much bug.",1,2024-12-20,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9997972846031189
It is Better to use and Save time. I truly appreciate the Bank System.,5,2025-02-25,Commercial Bank of Ethiopia,Google Play Store,POSITIVE,0.999414324760437
Updating the app is must everytime they release it even to reload the transaction.,2,2025-01-29,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9953692555427551
"Simple bug fix, would help if current exchange rate is displayed on the app.",4,2025-01-01,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9989393353462219
"You can not track your transaction history with correct date, time and order",1,2025-01-07,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9983684420585632
This application is an unreliable application. Please do not use it. Hackers will enter through the application and take the certificate from CBE.,1,2025-01-18,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9993547797203064
The app crashes too many times. It's a buggy app,1,2025-03-03,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9997268319129944
"Best app of the bank.But,when it needs apdate,customer must be notified in my point of view.Otherwise,customers saying ""Mobile banking is not working today"" is bad moto.",5,2025-02-10,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.997967541217804
very inconvenience to use. unreliable and needs upgrades!!!,1,2025-01-23,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9996125102043152
"Money transfer options is not giving correct input, and there is no way of knowing whether the money was successfully transferred.",2,2025-01-16,Commercial Bank of Ethiopia,Google Play Store,NEGATIVE,0.9997788071632385
